PortfolioID	TradeID	CollectRegulations	ProductClass	RiskType	Qualifier	Bucket	Label1	Label2	Amount	AmountCurrency	AmountUSD
C479	C479.S_EQV_5	All	Equity	Risk_EquityVol	ISIN:AU003186678890	2	2y		-1000000	USD	-1000000
C479	C479.S_EQV_6	All	Equity	Risk_EquityVol	ISIN:AU002189533177	5	3y		15000000	USD	15000000
C479	C479.S_EQV_7	All	Equity	Risk_EquityVol	ISIN:CA842256904411	9	5y		-400000	USD	-400000
C479	C479.S_EQV_8	All	Equity	Risk_EquityVol	ISIN:BR484898123123	10	10y		2000000	USD	2000000
C479	C479.S_EQV_9	All	Equity	Risk_EquityVol	SPX	11	15y		30000000	USD	30000000
C479	C479.S_EQV_10	All	Equity	Risk_EquityVol	SPX	11	20y		-10000000	USD	-10000000
C479	C479.S_EQV_11	All	Equity	Risk_EquityVol	VIX	12	30y		50000000	USD	50000000
C479	C479.S_EQV_12	All	Equity	Risk_EquityVol	ISIN:GB770459100599	Residual	10y		400000	USD	400000
C479	C479.S_EQV_13	All	Equity	Risk_EquityVol	ISIN:CY180666897555	Residual	30y		-500000	USD	-500000
C479	C479.S_EQV_14	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	6m		-200000	USD	-200000
C479	C479.S_EQV_15	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	1m		200000	USD	200000
C479	C479.S_EQV_16	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	2y		-1200000	USD	-1200000
C479	C479.S_EQV_17	All	Equity	Risk_EquityVol	ISIN:AT016188495495	1	2y		-1200000	USD	-1200000
C479	C479.S_CMV_1	All	Commodity	Risk_CommodityVol	Coal Europe	1	2w		4000000	USD	4000000
C479	C479.S_CMV_2	All	Commodity	Risk_CommodityVol	Coal Americas	1	1m		3000000	USD	3000000
C479	C479.S_CMV_3	All	Commodity	Risk_CommodityVol	Coal Australia	1	3m		-3000000	USD	-3000000
C479	C479.S_CMV_4	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	6m		-32000000	USD	-32000000
C479	C479.S_CMV_5	All	Commodity	Risk_CommodityVol	Crude oil Asia/Middle East	2	1y		-10000000	USD	-10000000
C479	C479.S_CMV_6	All	Commodity	Risk_CommodityVol	Light Ends Americas	3	2y		5500000	USD	5500000
C479	C479.S_CMV_7	All	Commodity	Risk_CommodityVol	NA Natural Gas Gulf Coast	6	3y		30000000	USD	30000000
C479	C479.S_CMV_8	All	Commodity	Risk_CommodityVol	NA Power ERCOT	8	5y		7000000	USD	7000000
C479	C479.S_CMV_9	All	Commodity	Risk_CommodityVol	Freight Dry	10	10y		1000000	USD	1000000
C479	C479.S_CMV_10	All	Commodity	Risk_CommodityVol	Base Metals Copper	11	6m		-7000000	USD	-7000000
C479	C479.S_CMV_11	All	Commodity	Risk_CommodityVol	Precious Metals Gold	12	1y		12000000	USD	12000000
C479	C479.S_CMV_12	All	Commodity	Risk_CommodityVol	Grains Wheat	13	2y		8000000	USD	8000000
C479	C479.S_CMV_13	All	Commodity	Risk_CommodityVol	Agriculture Index	17	15y		900000	USD	900000
C479	C479.S_CMV_14	All	Commodity	Risk_CommodityVol	Natural Gas Index	17	20y		-2000000	USD	-2000000
C479	C479.S_CMV_15	All	Commodity	Risk_CommodityVol	Ethanol	16	5y		600000	USD	600000
C479	C479.S_CMV_16	All	Commodity	Risk_CommodityVol	Random Length Lumber	16	30y		-700000	USD	-700000
C479	C479.S_CMV_17	All	Commodity	Risk_CommodityVol	Crude oil Americas	2	2w		20000000	USD	20000000
C479	C479.S_CMV_18	All	Commodity	Risk_CommodityVol	Coal Australia	1	6m		3000000	USD	3000000
C479	C479.S_MUL_1	All		Param_ProductClassMultiplier	RatesFX				1.045		1.045
C479	C479.S_MUL_2	All		Param_ProductClassMultiplier	Credit				1.034		1.034
C479	C479.S_MUL_3	All		Param_ProductClassMultiplier	Equity				1.215		1.215
C479	C479.S_MUL_4	All		Param_ProductClassMultiplier	Commodity				1.054		1.054
C480	C480.S_IR_1	All	RatesFX	Risk_IRCurve	USD	1	2w	OIS	4000000	USD	4000000
C480	C480.S_IR_2	All	RatesFX	Risk_IRCurve	USD	1	3m	Municipal	-3000000	USD	-3000000
C480	C480.S_IR_3	All	RatesFX	Risk_IRCurve	USD	1	1y	Municipal	2000000	USD	2000000
C480	C480.S_IR_4	All	RatesFX	Risk_IRCurve	USD	1	1y	Prime	3000000	USD	3000000
C480	C480.S_IR_5	All	RatesFX	Risk_IRCurve	USD	1	1y	Prime	-1000000	USD	-1000000
C480	C480.S_IR_6	All	RatesFX	Risk_IRCurve	EUR	1	3y	Libor3m	-2000000	USD	-2000000
C480	C480.S_IR_7	All	RatesFX	Risk_IRCurve	EUR	1	3y	Libor6m	5000000	USD	5000000
C480	C480.S_IR_8	All	RatesFX	Risk_IRCurve	EUR	1	5y	Libor12m	10000000	USD	10000000
C480	C480.S_IR_9	All	RatesFX	Risk_IRCurve	EUR	1	5y	Libor12m	25000000	USD	25000000
C480	C480.S_IR_10	All	RatesFX	Risk_IRCurve	EUR	1	10y	Libor12m	35000000	USD	35000000
C480	C480.S_IR_11	All	RatesFX	Risk_IRCurve	AUD	1	1m	Libor3m	2000000	USD	2000000
C480	C480.S_IR_12	All	RatesFX	Risk_IRCurve	AUD	1	6m	Libor3m	3000000	USD	3000000
C480	C480.S_IR_13	All	RatesFX	Risk_IRCurve	AUD	1	2y	Libor3m	-2000000	USD	-2000000
C480	C480.S_IR_14	All	RatesFX	Risk_IRCurve	CHF	1	15y	Libor6m	-4000000	USD	-4000000
C480	C480.S_IR_15	All	RatesFX	Risk_IRCurve	CHF	1	20y	Libor6m	10000000	USD	10000000
C480	C480.S_IR_16	All	RatesFX	Risk_IRCurve	CHF	1	30y	Libor6m	18000000	USD	18000000
C480	C480.S_IR_17	All	RatesFX	Risk_Inflation	CHF				-10000000	USD	-10000000
C480	C480.S_IR_18	All	RatesFX	Risk_XCcyBasis	CHF				30000000	USD	30000000
C480	C480.S_IR_19	All	RatesFX	Risk_IRCurve	JPY	2	2w	Libor1m	-1000000	USD	-1000000
C480	C480.S_IR_20	All	RatesFX	Risk_IRCurve	JPY	2	1m	Libor1m	-1500000	USD	-1500000
C480	C480.S_IR_21	All	RatesFX	Risk_IRCurve	JPY	2	3m	Libor3m	1500000	USD	1500000
C480	C480.S_IR_22	All	RatesFX	Risk_IRCurve	JPY	2	6m	Libor3m	2000000	USD	2000000
C480	C480.S_IR_23	All	RatesFX	Risk_IRCurve	JPY	2	1y	Libor6m	3000000	USD	3000000
C480	C480.S_IR_24	All	RatesFX	Risk_IRCurve	JPY	2	2y	Libor6m	4000000	USD	4000000
C480	C480.S_IR_25	All	RatesFX	Risk_IRCurve	JPY	2	3y	Libor6m	5000000	USD	5000000
C480	C480.S_IR_26	All	RatesFX	Risk_IRCurve	JPY	2	5y	Libor12m	20000000	USD	20000000
C480	C480.S_IR_27	All	RatesFX	Risk_IRCurve	JPY	2	10y	Libor12m	30000000	USD	30000000
C480	C480.S_IR_28	All	RatesFX	Risk_IRCurve	JPY	2	15y	Libor12m	-1000000	USD	-1000000
C480	C480.S_IR_29	All	RatesFX	Risk_IRCurve	JPY	2	20y	Libor12m	-2000000	USD	-2000000
C480	C480.S_IR_30	All	RatesFX	Risk_IRCurve	JPY	2	30y	Libor12m	3000000	USD	3000000
C480	C480.S_IR_31	All	RatesFX	Risk_Inflation	JPY				5000000	USD	5000000
C480	C480.S_IR_32	All	RatesFX	Risk_XCcyBasis	JPY				500000	USD	500000
C480	C480.S_IR_33	All	RatesFX	Risk_IRCurve	CNY	3	2w	OIS	1000000	USD	1000000
C480	C480.S_IR_34	All	RatesFX	Risk_IRCurve	CNY	3	1m	OIS	1500000	USD	1500000
C480	C480.S_IR_35	All	RatesFX	Risk_IRCurve	CNY	3	3m	Libor1m	-500000	USD	-500000
C480	C480.S_IR_36	All	RatesFX	Risk_IRCurve	CNY	3	6m	Libor3m	-1000000	USD	-1000000
C480	C480.S_IR_37	All	RatesFX	Risk_IRCurve	MXN	3	1y	Libor6m	9000000	USD	9000000
C480	C480.S_IR_38	All	RatesFX	Risk_IRCurve	MXN	3	2y	Libor12m	10000000	USD	10000000
C480	C480.S_IR_39	All	RatesFX	Risk_IRCurve	MXN	3	3y	OIS	-500000	USD	-500000
C480	C480.S_IR_40	All	RatesFX	Risk_IRCurve	MXN	3	5y	OIS	-1000000	USD	-1000000
C480	C480.S_IR_41	All	Credit	Risk_IRCurve	BRL	3	10y	Libor6m	14000000	USD	14000000
C480	C480.S_IR_42	All	Credit	Risk_IRCurve	BRL	3	15y	Libor6m	30000000	USD	30000000
C480	C480.S_IR_43	All	Credit	Risk_IRCurve	BRL	3	20y	Libor12m	-800000	USD	-800000
C480	C480.S_IR_44	All	Credit	Risk_IRCurve	BRL	3	30y	Libor12m	-800000	USD	-800000
C480	C480.S_IR_45	All	Credit	Risk_Inflation	BRL				2000000	USD	2000000
C480	C480.S_IR_46	All	Credit	Risk_XCcyBasis	BRL				-1000000	USD	-1000000
C480	C480.S_CRQ_1	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	1y	USD	800000	USD	800000
C480	C480.S_CRQ_2	All	Credit	Risk_CreditQ	ISIN:BE0934259525	1	2y	USD	-300000	USD	-300000
C480	C480.S_CRQ_3	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	USD	180000	USD	180000
C480	C480.S_CRQ_4	All	Credit	Risk_CreditQ	ISIN:CA112585AG91	2	2y	EUR	-180000	USD	-180000
C480	C480.S_CRQ_5	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	3y	GBP	180000	USD	180000
C480	C480.S_CRQ_6	All	Credit	Risk_CreditQ	ISIN:CA82028KAP62	3	5y	JPY	-100000	USD	-100000
C480	C480.S_CRQ_7	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	180000	USD	180000
C480	C480.S_CRQ_8	All	Credit	Risk_CreditQ	ISIN:FR0000108359	4	5y	USD	-100000	USD	-100000
C480	C480.S_CRQ_9	All	Credit	Risk_CreditQ	ISIN:CH0010519475	5	10y	USD	180000	USD	180000
C480	C480.S_CRQ_10	All	Credit	Risk_CreditQ	ISIN:CH9823105801	5	1y	USD	-100000	USD	-100000
C480	C480.S_CRQ_11	All	Credit	Risk_CreditQ	ISIN:DE4830528795	6	2y	EUR	180000	USD	180000
C480	C480.S_CRQ_12	All	Credit	Risk_CreditQ	ISIN:GB0862147969	7	3y	GBP	-500000	USD	-500000
C480	C480.S_CRQ_13	All	Credit	Risk_CreditQ	ISIN:CA6515779866	8	5y	USD	-100000	USD	-100000
C480	C480.S_CRQ_14	All	Credit	Risk_CreditQ	ISIN:FR0003335977	9	10y	USD	180000	USD	180000
C480	C480.S_CRQ_15	All	Credit	Risk_CreditQ	ISIN:CA2201568701	10	1y	USD	-100000	USD	-100000
C480	C480.S_CRQ_16	All	Credit	Risk_CreditQ	ISIN:CA6130123456	11	2y	USD	180000	USD	180000
C480	C480.S_CRQ_17	All	Credit	Risk_CreditQ	ISIN:FR0002226543	12	3y	USD	-100000	USD	-100000
C480	C480.S_CRQ_18	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	1y	USD	180000	USD	180000
C480	C480.S_CRQ_19	All	Credit	Risk_CreditQ	ISIN:UNKNOWN1	Residual	3y	USD	-100000	USD	-100000
C480	C480.S_CRQ_20	All	Credit	Risk_CreditQ	ISIN:UNKNOWN2	Residual	3y	EUR	180000	USD	180000
C480	C480.S_CRQ_21	All	Credit	Risk_CreditQ	ISIN:UNKNOWN3	Residual	5y	USD	180000	USD	180000
C480	C480.S_CRQ_22	All	Credit	Risk_CreditQ	ISIN:UNKNOWN3	Residual	10y	GBP	-100000	USD	-100000
C480	C480.S_CRQ_23	All	Credit	Risk_BaseCorr	CDX IG				500000	USD	500000
C480	C480.S_CRQ_24	All	Credit	Risk_BaseCorr	CDX IG				-200000	USD	-200000
C480	C480.S_CRQ_25	All	Credit	Risk_BaseCorr	iTraxx Main				400000	USD	400000
C480	C480.S_CRNQ_1	All	Credit	Risk_CreditNonQ	ISIN:AU3005621011	1	1y	CMBX	6000000	USD	6000000
C480	C480.S_CRNQ_2	All	Credit	Risk_CreditNonQ	ISIN:AU3005621011	1	2y	CMBX	3000000	USD	3000000
C480	C480.S_CRNQ_3	All	Credit	Risk_CreditNonQ	ISIN:AU3005621011	1	3y	CMBX	-3000000	USD	-3000000
C480	C480.S_CRNQ_4	All	Credit	Risk_CreditNonQ	ISIN:DE0314227036	1	2y	ABX	-2000000	USD	-2000000
C480	C480.S_CRNQ_5	All	Credit	Risk_CreditNonQ	ISIN:DE0314227036	1	3y	ABX	3000000	USD	3000000
C480	C480.S_CRNQ_6	All	Credit	Risk_CreditNonQ	ISIN:DE0314227036	1	5y	ABX	-4000000	USD	-4000000
C480	C480.S_CRNQ_7	All	Credit	Risk_CreditNonQ	ISIN:ES0338093059	2	3y	CMBX	-400000	USD	-400000
C480	C480.S_CRNQ_8	All	Credit	Risk_CreditNonQ	ISIN:ES0338093059	2	5y	CMBX	-200000	USD	-200000
C480	C480.S_CRNQ_9	All	Credit	Risk_CreditNonQ	ISIN:ES0338093059	2	10y	CMBX	200000	USD	200000
C480	C480.S_CRNQ_10	All	Credit	Risk_CreditNonQ	ISIN:CA0359093012	2	1y	CMBX	200000	USD	200000
C480	C480.S_CRNQ_11	All	Credit	Risk_CreditNonQ	ISIN:CA0359093012	2	3y	CMBX	200000	USD	200000
C480	C480.S_CRNQ_12	All	Credit	Risk_CreditNonQ	ISIN:CA0359093012	2	5y	CMBX	-300000	USD	-300000
C480	C480.S_CRNQ_13	All	Credit	Risk_CreditNonQ	ISIN:UNKNOWN1	Residual	1y	ABX	400000	USD	400000
C480	C480.S_CRNQ_14	All	Credit	Risk_CreditNonQ	ISIN:UNKNOWN2	Residual	2y	CMBX	-200000	USD	-200000
C480	C480.S_CRNQ_15	All	Credit	Risk_CreditNonQ	ISIN:UNKNOWN1	Residual	5y	ABX	300000	USD	300000
C480	C480.S_CRNQ_16	All	Credit	Risk_CreditNonQ	ISIN:UNKNOWN2	Residual	10y	CMBX	-100000	USD	-100000
C480	C480.S_CM_1	All	Commodity	Risk_Commodity	Coal Americas	1			150000000	USD	150000000
C480	C480.S_CM_2	All	Commodity	Risk_Commodity	Coal Europe	1			1000000	USD	1000000
C480	C480.S_CM_3	All	Commodity	Risk_Commodity	Crude oil Americas	2			1500000000	USD	1500000000
C480	C480.S_CM_4	All	Commodity	Risk_Commodity	Crude oil Asia/Middle East	2			-1000000	USD	-1000000
C480	C480.S_CM_5	All	Commodity	Risk_Commodity	Light Ends Europe	3			-360000000	USD	-360000000
C480	C480.S_CM_6	All	Commodity	Risk_Commodity	Light Ends Asia	3			1000000	USD	1000000
C480	C480.S_CM_7	All	Commodity	Risk_Commodity	Middle Distillates Asia	4			-10000000	USD	-10000000
C480	C480.S_CM_8	All	Commodity	Risk_Commodity	Middle Distillates Europe	4			-1000000	USD	-1000000
C480	C480.S_CM_9	All	Commodity	Risk_Commodity	Heavy Distillates Americas	5			10000000	USD	10000000
C480	C480.S_CM_10	All	Commodity	Risk_Commodity	Heavy Distillates Europe	5			1000000	USD	1000000
C480	C480.S_CM_11	All	Commodity	Risk_Commodity	NA Natural Gas Gulf Coast	6			650000000	USD	650000000
C480	C480.S_CM_12	All	Commodity	Risk_Commodity	NA Natural Gas West	6			-1000000	USD	-1000000
C480	C480.S_CM_13	All	Commodity	Risk_Commodity	EU Natural Gas Europe	7			-10000000	USD	-10000000
C480	C480.S_CM_14	All	Commodity	Risk_Commodity	NA Power Eastern Interconnect	8			-300000000	USD	-300000000
C480	C480.S_CM_15	All	Commodity	Risk_Commodity	NA Power ERCOT	8			-1000000	USD	-1000000
C480	C480.S_CM_16	All	Commodity	Risk_Commodity	EU Power Germany	9			10000000	USD	10000000
C480	C480.S_CM_17	All	Commodity	Risk_Commodity	EU Power UK	9			1000000	USD	1000000
C480	C480.S_CM_18	All	Commodity	Risk_Commodity	Freight Wet	10			51000000	USD	51000000
C480	C480.S_CM_19	All	Commodity	Risk_Commodity	Freight Dry	10			-1000000	USD	-1000000
C480	C480.S_CM_20	All	Commodity	Risk_Commodity	Base Metals Copper	11			-300000000	USD	-300000000
C480	C480.S_CM_21	All	Commodity	Risk_Commodity	Base Metals Lead	11			1000000	USD	1000000
C480	C480.S_CM_22	All	Commodity	Risk_Commodity	Precious Metals Gold	12			-800000000	USD	-800000000
C480	C480.S_CM_23	All	Commodity	Risk_Commodity	Precious Metals Silver	12			-1000000	USD	-1000000
C480	C480.S_CM_24	All	Commodity	Risk_Commodity	Grains Corn	13			20000000	USD	20000000
C480	C480.S_CM_25	All	Commodity	Risk_Commodity	Grains Wheat	13			1000000	USD	1000000
C480	C480.S_CM_26	All	Commodity	Risk_Commodity	Softs Cocoa	14			10000000	USD	10000000
C480	C480.S_CM_27	All	Commodity	Risk_Commodity	Softs Cotton	14			-1000000	USD	-1000000
C480	C480.S_CM_28	All	Commodity	Risk_Commodity	Livestock Live Cattle	15			-10000000	USD	-10000000
C480	C480.S_CM_29	All	Commodity	Risk_Commodity	Livestock Lean Hogs	15			1000000	USD	1000000
C480	C480.S_CM_30	All	Commodity	Risk_Commodity	Ethanol	16			-25000000	USD	-25000000
C480	C480.S_CM_31	All	Commodity	Risk_Commodity	Random Length Lumber	16			-2000000	USD	-2000000
C480	C480.S_CM_32	All	Commodity	Risk_Commodity	Agriculture Index	17			1300000000	USD	1300000000
C480	C480.S_CM_33	All	Credit	Risk_Commodity	Natural Gas Index	17			2000000	USD	2000000
C480	C480.S_FX_1	All	RatesFX	Risk_FX	EUR				50000000	USD	50000000
C480	C480.S_FX_2	All	RatesFX	Risk_FX	EUR				-50000000	USD	-50000000
C480	C480.S_FX_3	All	RatesFX	Risk_FX	EUR				-5000000000	USD	-5000000000
C480	C480.S_FX_4	All	RatesFX	Risk_FX	USD				610000000	USD	610000000
C480	C480.S_FX_5	All	RatesFX	Risk_FX	GBP				910000000	USD	910000000
C480	C480.S_FX_6	All	RatesFX	Risk_FX	EUR				-900000000	USD	-900000000
C480	C480.S_FX_7	All	RatesFX	Risk_FX	CNY				-200000000	USD	-200000000
C480	C480.S_FX_8	All	RatesFX	Risk_FX	KRW				210000000	USD	210000000
C480	C480.S_FX_9	All	RatesFX	Risk_FX	TRY				80000000	USD	80000000
C480	C480.S_FX_10	All	RatesFX	Risk_FX	BRL				-300000000	USD	-300000000
C480	C480.S_FX_11	All	Credit	Risk_FX	BRL				41000000	USD	41000000
C480	C480.S_FX_12	All	Credit	Risk_FX	QAR				-40000000	USD	-40000000
C480	C480.S_EQ_1	All	Equity	Risk_Equity	ISIN:INE044A01036	1			6000000	USD	6000000
C480	C480.S_EQ_2	All	Equity	Risk_Equity	ISIN:INE406A01037	1			1000000	USD	1000000
C480	C480.S_EQ_3	All	Equity	Risk_Equity	ISIN:CNE000000J28	2			-2000000	USD	-2000000
C480	C480.S_EQ_4	All	Equity	Risk_Equity	ISIN:CNE000000L16	2			1000000	USD	1000000
C480	C480.S_EQ_5	All	Equity	Risk_Equity	ISIN:RU0009024277	3			2000000	USD	2000000
C480	C480.S_EQ_6	All	Equity	Risk_Equity	ISIN:RU0009091573	3			-1000000	USD	-1000000
C480	C480.S_EQ_7	All	Equity	Risk_Equity	ISIN:INE160A01022	4			-2000000	USD	-2000000
C480	C480.S_EQ_8	All	Equity	Risk_Equity	ISIN:INE467B01029	4			-1000000	USD	-1000000
C480	C480.S_EQ_9	All	Equity	Risk_Equity	ISIN:US1266501006	5			10000000	USD	10000000
C480	C480.S_EQ_10	All	Equity	Risk_Equity	ISIN:US28176E1082	5			2000000	USD	2000000
C480	C480.S_EQ_11	All	Equity	Risk_Equity	ISIN:CA7751092007	6			-4000000	USD	-4000000
C480	C480.S_EQ_12	All	Equity	Risk_Equity	ISIN:CA85472N1096	6			2000000	USD	2000000
C480	C480.S_EQ_13	All	Equity	Risk_Equity	ISIN:DE000BASF111	7			4000000	USD	4000000
C480	C480.S_EQ_14	All	Equity	Risk_Equity	ISIN:DE000A1DAHH0	7			-2000000	USD	-2000000
C480	C480.S_EQ_15	All	Equity	Risk_Equity	ISIN:US67066G1040	8			-4000000	USD	-4000000
C480	C480.S_EQ_16	All	Equity	Risk_Equity	ISIN:US8574771031	8			-2000000	USD	-2000000
C480	C480.S_EQ_17	All	Equity	Risk_Equity	ISIN:BRCESPACNPB4	9			400000	USD	400000
C480	C480.S_EQ_18	All	Equity	Risk_Equity	ISIN:BRENBRACNOR2	9			-1000000	USD	-1000000
C480	C480.S_EQ_19	All	Equity	Risk_Equity	ISIN:AU000000API4	10			600000	USD	600000
C480	C480.S_EQ_20	All	Equity	Risk_Equity	ISIN:AU000000CTD3	10			-500000	USD	-500000
C480	C480.S_EQ_21	All	Equity	Risk_Equity	SPX	11			1000000000	USD	1000000000
C480	C480.S_EQ_22	All	Equity	Risk_Equity	VPL	11			2000000	USD	2000000
C480	C480.S_EQ_23	All	Equity	Risk_Equity	EEM	11			-1000000	USD	-1000000
C480	C480.S_EQ_24	All	Equity	Risk_Equity	VIX	12			3000000	USD	3000000
C480	C480.S_EQ_25	All	Equity	Risk_Equity	JINV	12			2000000	USD	2000000
C480	C480.S_EQ_26	All	Equity	Risk_Equity	VSTOXX	12			-1000000	USD	-1000000
C480	C480.S_EQ_27	All	Equity	Risk_Equity	ISIN:UNKNOWN1	Residual			500000	USD	500000
C480	C480.S_EQ_28	All	Credit	Risk_Equity	ISIN:UNKNOWN3	Residual			-300000	USD	-300000
C480	C480.S_IRV_1	All	RatesFX	Risk_IRVol	USD		30y		700000000	USD	700000000
C480	C480.S_IRV_2	All	RatesFX	Risk_IRVol	JPY		20y		200000000	USD	200000000
C480	C480.S_IRV_3	All	RatesFX	Risk_IRVol	CAD		15y		250000000	USD	250000000
C480	C480.S_IRV_4	All	RatesFX	Risk_IRVol	JPY		10y		200000000	USD	200000000
C480	C480.S_IRV_5	All	RatesFX	Risk_IRVol	INR		5y		80000000	USD	80000000
C480	C480.S_IRV_6	All	RatesFX	Risk_IRVol	EUR		3y		50000000	USD	50000000
C480	C480.S_IRV_7	All	RatesFX	Risk_IRVol	CNY		2y		50000000	USD	50000000
C480	C480.S_IRV_8	All	RatesFX	Risk_IRVol	RUB		1y		20000000	USD	20000000
C480	C480.S_IRV_9	All	RatesFX	Risk_IRVol	USD		6m		100000000	USD	100000000
C480	C480.S_IRV_10	All	RatesFX	Risk_IRVol	JPY		3m		100000000	USD	100000000
C480	C480.S_IRV_11	All	RatesFX	Risk_IRVol	CAD		1m		100000000	USD	100000000
C480	C480.S_IRV_12	All	RatesFX	Risk_IRVol	JPY		2w		100000000	USD	100000000
C480	C480.S_IRV_13	All	RatesFX	Risk_IRVol	EUR		30y		-100000000	USD	-100000000
C480	C480.S_IRV_14	All	RatesFX	Risk_IRVol	EUR		2y		-100000000	USD	-100000000
C480	C480.S_IRV_15	All	RatesFX	Risk_IRVol	JPY		15y		-100000000	USD	-100000000
C480	C480.S_IRV_16	All	RatesFX	Risk_InflationVol	USD		30y		80000000	USD	80000000
C480	C480.S_IRV_17	All	RatesFX	Risk_InflationVol	JPY		20y		40000000	USD	40000000
C480	C480.S_IRV_18	All	RatesFX	Risk_InflationVol	CAD		20y		20000000	USD	20000000
C480	C480.S_IRV_19	All	RatesFX	Risk_InflationVol	CAD		10y		10000000	USD	10000000
C480	C480.S_IRV_20	All	RatesFX	Risk_InflationVol	INR		5y		10000000	USD	10000000
C480	C480.S_IRV_21	All	RatesFX	Risk_InflationVol	USD		2w		-80000000	USD	-80000000
C480	C480.S_IRV_22	All	RatesFX	Risk_InflationVol	CAD		30y		-10000000	USD	-10000000
C480	C480.S_FXV_1	All	RatesFX	Risk_FXVol	USDGBP		3m		24000000	USD	24000000
C480	C480.S_FXV_2	All	RatesFX	Risk_FXVol	GBPUSD		1y		100000000	USD	100000000
C480	C480.S_FXV_3	All	RatesFX	Risk_FXVol	BRLUSD		2y		80000000	USD	80000000
C480	C480.S_FXV_4	All	RatesFX	Risk_FXVol	EURQAR		1m		-20000000	USD	-20000000
C480	C480.S_FXV_5	All	RatesFX	Risk_FXVol	HKDKRW		6m		-15000000	USD	-15000000
C480	C480.S_FXV_6	All	RatesFX	Risk_FXVol	CNYSGD		3y		12000000	USD	12000000
C480	C480.S_FXV_7	All	RatesFX	Risk_FXVol	RUBTRY		5y		-12000000	USD	-12000000
C480	C480.S_FXV_8	All	RatesFX	Risk_FXVol	KRWBRL		10y		30000000	USD	30000000
C480	C480.S_FXV_9	All	RatesFX	Risk_FXVol	EURQAR		1y		-40000000	USD	-40000000
C480	C480.S_FXV_10	All	RatesFX	Risk_FXVol	USDGBP		1y		-24000000	USD	-24000000
C480	C480.S_CRV_1	All	Credit	Risk_CreditVol	ISIN:US1850531850	1	1y	USD	120000000	USD	120000000
C480	C480.S_CRV_2	All	Credit	Risk_CreditVol	ISIN:US1850531850	1	1y	GBP	60000000	USD	60000000
C480	C480.S_CRV_3	All	Credit	Risk_CreditVol	ISIN:US9800555990	1	3y	USD	30000000	USD	30000000
C480	C480.S_CRV_4	All	Credit	Risk_CreditVol	ISIN:CN0068511222	2	1y	CNY	200000000	USD	200000000
C480	C480.S_CRV_5	All	Credit	Risk_CreditVol	ISIN:CN0068511222	2	2y	CNY	-40000000	USD	-40000000
C480	C480.S_CRV_6	All	Credit	Risk_CreditVol	ISIN:CA2108230001	Residual	1y	USD	10000000	USD	10000000
C480	C480.S_CRV_7	All	Credit	Risk_CreditVol	ISIN:GB1086652888	Residual	5y	EUR	30000000	USD	30000000
C480	C480.S_CRV_8	All	Credit	Risk_CreditVol	ISIN:CA2108230001	Residual	10y	USD	-160000000	USD	-160000000
C480	C480.S_CRV_9	All	Credit	Risk_CreditVol	ISIN:CN0068511222	2	1y	CNY	-200000000	USD	-200000000
C480	C480.S_CRV_10	All	Credit	Risk_CreditVol	ISIN:US1850531850	1	3y	USD	-120000000	USD	-120000000
C480	C480.S_CNV_1	All	Credit	Risk_CreditVolNonQ	EU.IG	1	1y	CMBX	80000000	USD	80000000
C480	C480.S_CNV_2	All	Credit	Risk_CreditVolNonQ	US.IG	1	1y	CMBX	30000000	USD	30000000
C480	C480.S_CNV_3	All	Credit	Risk_CreditVolNonQ	US.IG	1	2y	CMBX	-20000000	USD	-20000000
C480	C480.S_CNV_4	All	Credit	Risk_CreditVolNonQ	CN.HY	2	3y	CMBX	-85000000	USD	-85000000
C480	C480.S_CNV_5	All	Credit	Risk_CreditVolNonQ	JP.HY	2	5y	ABX	20000000	USD	20000000
C480	C480.S_CNV_6	All	Credit	Risk_CreditVolNonQ	BR.HY	Residual	1y	CMBX	85000000	USD	85000000
C480	C480.S_CNV_7	All	Credit	Risk_CreditVolNonQ	RU.HY	Residual	5y	ABX	10000000	USD	10000000
C480	C480.S_CNV_8	All	Credit	Risk_CreditVolNonQ	BR.HY	Residual	10y	CMBX	65000000	USD	65000000
C480	C480.S_CNV_9	All	Credit	Risk_CreditVolNonQ	RU.HY	Residual	1y	ABX	15000000	USD	15000000
C480	C480.S_EQV_1	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	1m		1200000	USD	1200000
C480	C480.S_EQV_2	All	Equity	Risk_EquityVol	ISIN:AT016188495495	1	3m		1000000	USD	1000000
C480	C480.S_EQV_3	All	Equity	Risk_EquityVol	ISIN:AT000089755122	1	6m		-3000000	USD	-3000000
C480	C480.S_EQV_4	All	Equity	Risk_EquityVol	ISIN:AU001159751155	2	1y		-2000000	USD	-2000000
C480	C480.S_EQV_5	All	Equity	Risk_EquityVol	ISIN:AU003186678890	2	2y		-1000000	USD	-1000000
